topic,year,pubs,cites
Evolution and Paleontology Studies,2025,1,0
Evolutionary Algorithms and Applications,2025,1,1
Experimental and Theoretical Physics Studies,1988,1,10
Experimental Learning in Engineering,2007,1,0
Experimental Learning in Engineering,2021,1,130
Experimental Learning in Engineering,2022,1,0
Experimental Learning in Engineering,2024,1,1
Extracellular vesicles in disease,2025,1,5
Extraction and Separation Processes,1991,1,2
Extraction and Separation Processes,2016,1,24
Extraction and Separation Processes,2018,1,0
Extraction and Separation Processes,2020,2,21
Extraction and Separation Processes,2022,1,7
Extraction and Separation Processes,2024,2,1
Extraction and Separation Processes,2025,4,11
Extremum Seeking Control Systems,2024,1,1
Families in Therapy and Culture,2006,1,11
Families in Therapy and Culture,2018,1,1
Family and Disability Support Research,2020,1,7
Fashion and Cultural Textiles,2025,1,0
Fatigue and fracture mechanics,1986,1,6
Fatigue and fracture mechanics,2015,1,1
Fault Detection and Control Systems,2010,2,20
Fault Detection and Control Systems,2011,2,15
Fault Detection and Control Systems,2013,2,78
Fault Detection and Control Systems,2014,2,36
Fault Detection and Control Systems,2015,2,86
Fault Detection and Control Systems,2016,2,158
Fault Detection and Control Systems,2019,4,122
Fault Detection and Control Systems,2021,2,13
Fault Detection and Control Systems,2022,1,0
Fault Detection and Control Systems,2024,1,1
Fermentation and Sensory Analysis,2012,1,0
Fern and Epiphyte Biology,2009,1,3
Ferrocene Chemistry and Applications,2000,1,8
Ferrocene Chemistry and Applications,2021,1,6
Ferroelectric and Negative Capacitance Devices,2023,1,7
Ferroelectric and Piezoelectric Materials,2014,1,0
Ferroelectric and Piezoelectric Materials,2015,1,0
Field-Flow Fractionation Techniques,2018,1,3
Field-Flow Fractionation Techniques,2020,1,0
Financial Reporting and Valuation Research,2001,1,0
Financial Risk and Volatility Modeling,2019,3,20
Financial Risk and Volatility Modeling,2020,1,18
Financial Risk and Volatility Modeling,2021,1,11
Financial Risk and Volatility Modeling,2023,1,0
Fire dynamics and safety research,2016,1,1
Fire dynamics and safety research,2024,1,10
Fire effects on concrete materials,2016,1,1
Fire effects on concrete materials,2019,1,6
Fire effects on ecosystems,2017,1,66
Fire effects on ecosystems,2021,1,1
Fiscal Policy and Economic Growth,2022,1,0
Fish Biology and Ecology Studies,1992,1,42
Fish Biology and Ecology Studies,2022,2,0
"Fish biology, ecology, and behavior",2014,1,23
Fish Ecology and Management Studies,2020,1,13
Fisheries and Aquaculture Studies,2018,1,0
Flame retardant materials and properties,2020,1,17
Flexible and Reconfigurable Manufacturing Systems,1986,1,75
Flood Risk Assessment and Management,2016,1,6
Flood Risk Assessment and Management,2017,1,13
Flood Risk Assessment and Management,2018,4,42
Flood Risk Assessment and Management,2019,1,20
Flood Risk Assessment and Management,2021,1,22
Flood Risk Assessment and Management,2022,3,88
Flood Risk Assessment and Management,2023,3,97
Flood Risk Assessment and Management,2024,2,27
Flow Measurement and Analysis,2016,2,0
Flow Measurement and Analysis,2025,2,9
Flow Measurement and Analysis,2026,1,0
Fluid Dynamics and Heat Transfer,1986,1,46
Fluid Dynamics and Heat Transfer,2009,1,1
Fluid Dynamics and Heat Transfer,2012,1,40
Fluid Dynamics and Heat Transfer,2013,1,4
Fluid Dynamics and Heat Transfer,2020,1,8
Fluid Dynamics and Heat Transfer,2021,2,51
Fluid Dynamics and Heat Transfer,2022,1,15
Fluid Dynamics and Mixing,1986,1,52
Fluid Dynamics and Mixing,1995,1,3
Fluid Dynamics and Mixing,2013,1,8
Fluid Dynamics and Mixing,2015,2,18
Fluid Dynamics and Mixing,2017,1,6
Fluid Dynamics and Mixing,2018,1,5
Fluid Dynamics and Mixing,2019,3,75
Fluid Dynamics and Mixing,2020,5,126
Fluid Dynamics and Mixing,2021,5,87
Fluid Dynamics and Mixing,2022,4,41
Fluid Dynamics and Mixing,2023,3,24
Fluid Dynamics and Mixing,2025,2,0
Fluid Dynamics and Mixing,2026,1,0
Fluid Dynamics and Thin Films,2005,1,409
Fluid Dynamics and Turbulent Flows,1988,1,14
Fluid Dynamics and Turbulent Flows,2001,1,0
Fluid Dynamics and Turbulent Flows,2014,1,6
Fluid Dynamics and Turbulent Flows,2018,1,28
Fluid Dynamics and Turbulent Flows,2022,1,1
Fluid Dynamics and Turbulent Flows,2025,1,0
Fluid Dynamics and Vibration Analysis,2010,1,0
Fluid Dynamics and Vibration Analysis,2020,1,12
Fluid Dynamics and Vibration Analysis,2022,1,1
Fluid Dynamics and Vibration Analysis,2023,1,8
Fluid Dynamics and Vibration Analysis,2024,1,0
Fluid Dynamics and Vibration Analysis,2025,1,0
Fluid Dynamics Simulations and Interactions,2006,1,0
Fluid Dynamics Simulations and Interactions,2008,1,104
Fluid Dynamics Simulations and Interactions,2016,1,6
Fluid Dynamics Simulations and Interactions,2019,1,2
Fluid Dynamics Simulations and Interactions,2020,1,39
Fluid Dynamics Simulations and Interactions,2025,1,0
Fluoride Effects and Removal,2019,1,1
Fluoride Effects and Removal,2023,2,69
Fluoride Effects and Removal,2024,1,79
Folate and B Vitamins Research,2011,1,18
Folate and B Vitamins Research,2015,1,40
Food Waste Reduction and Sustainability,2023,1,34
Force Microscopy Techniques and Applications,1982,1,12
Force Microscopy Techniques and Applications,2003,1,103
Force Microscopy Techniques and Applications,2004,2,174
Force Microscopy Techniques and Applications,2005,1,36
Force Microscopy Techniques and Applications,2006,1,0
Force Microscopy Techniques and Applications,2012,2,1
Force Microscopy Techniques and Applications,2014,1,19
Force Microscopy Techniques and Applications,2015,2,13
Force Microscopy Techniques and Applications,2016,1,5
Force Microscopy Techniques and Applications,2017,1,29
Force Microscopy Techniques and Applications,2018,1,6
Force Microscopy Techniques and Applications,2020,1,9
Force Microscopy Techniques and Applications,2024,1,0
Forecasting Techniques and Applications,2001,1,0
Forecasting Techniques and Applications,2020,1,8
Forensic and Genetic Research,2009,1,0
Forensic and Genetic Research,2020,1,0
Forensic Anthropology and Bioarchaeology Studies,2020,1,0
Forensic Entomology and Diptera Studies,2022,1,26
Forensic Fingerprint Detection Methods,2009,1,0
Forensic Toxicology and Drug Analysis,2012,1,17
Forest ecology and management,2010,1,0
"Forest, Soil, and Plant Ecology in China",2017,1,0
Fractional Differential Equations Solutions,2015,1,10
Fractional Differential Equations Solutions,2017,1,0
Fractional Differential Equations Solutions,2018,1,11
Fractional Differential Equations Solutions,2019,2,13
Fractional Differential Equations Solutions,2020,1,0
Fractional Differential Equations Solutions,2021,1,10
Fractional Differential Equations Solutions,2022,1,0
Frailty in Older Adults,2025,1,0
Free Radicals and Antioxidants,1999,1,15
Free Radicals and Antioxidants,2013,1,16
Free Radicals and Antioxidants,2014,1,19
Free Radicals and Antioxidants,2020,1,2
Free Radicals and Antioxidants,2023,1,0
Free Radicals and Antioxidants,2024,1,0
Fuel Cells and Related Materials,2004,1,86
Fuel Cells and Related Materials,2008,2,42
Fuel Cells and Related Materials,2016,4,4
Fuel Cells and Related Materials,2017,1,3
Fuel Cells and Related Materials,2019,1,0
Fuel Cells and Related Materials,2020,1,54
Fuel Cells and Related Materials,2021,3,39
Fuel Cells and Related Materials,2022,1,2
Fuel Cells and Related Materials,2023,1,24
Fuel Cells and Related Materials,2024,6,21
Fuel Cells and Related Materials,2025,4,10
Full-Duplex Wireless Communications,2024,1,4
Full-Duplex Wireless Communications,2026,1,0
Fullerene Chemistry and Applications,2015,1,27
Fullerene Chemistry and Applications,2023,2,1
Fungal and yeast genetics research,2014,1,38
Fuzzy Logic and Control Systems,2007,1,69
Fuzzy Logic and Control Systems,2010,2,85
Fuzzy Logic and Control Systems,2013,1,49
Fuzzy Systems and Optimization,2010,1,68
Ga2O3 and related materials,2018,1,53
Ga2O3 and related materials,2021,1,6
Ga2O3 and related materials,2022,1,26
GABA and Rice Research,2023,1,0
Gait Recognition and Analysis,2024,1,1
Game Theory and Applications,2005,1,0
Gamma-ray bursts and supernovae,2015,2,0
GaN-based semiconductor devices and materials,2021,1,6
GaN-based semiconductor devices and materials,2023,1,9
Gas Dynamics and Kinetic Theory,1992,1,0
Gas Dynamics and Kinetic Theory,1994,1,23
Gas Dynamics and Kinetic Theory,2012,1,32
Gas Dynamics and Kinetic Theory,2021,1,17
Gas Sensing Nanomaterials and Sensors,2010,1,17
Gas Sensing Nanomaterials and Sensors,2011,1,28
Gas Sensing Nanomaterials and Sensors,2013,1,2
Gas Sensing Nanomaterials and Sensors,2015,2,17
Gas Sensing Nanomaterials and Sensors,2016,2,4
Gas Sensing Nanomaterials and Sensors,2017,6,133
Gas Sensing Nanomaterials and Sensors,2018,4,270
Gas Sensing Nanomaterials and Sensors,2019,1,32
Gas Sensing Nanomaterials and Sensors,2021,1,67
Gas Sensing Nanomaterials and Sensors,2022,3,31
Gas Sensing Nanomaterials and Sensors,2023,3,10
Gas Sensing Nanomaterials and Sensors,2024,2,7
Gastroesophageal reflux and treatments,2024,1,3
Gaussian Processes and Bayesian Inference,2014,1,2
Gaussian Processes and Bayesian Inference,2016,1,3
Gaussian Processes and Bayesian Inference,2022,1,5
Gear and Bearing Dynamics Analysis,2014,5,19
Gear and Bearing Dynamics Analysis,2015,3,91
Gear and Bearing Dynamics Analysis,2017,3,32
Gear and Bearing Dynamics Analysis,2018,1,0
Gear and Bearing Dynamics Analysis,2022,1,3
Gene Regulatory Network Analysis,2024,1,4
Generative Adversarial Networks and Image Synthesis,2014,1,0
Generative Adversarial Networks and Image Synthesis,2015,1,20
Generative Adversarial Networks and Image Synthesis,2021,1,0
Generative Adversarial Networks and Image Synthesis,2023,1,13
Generative Adversarial Networks and Image Synthesis,2024,1,2
Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,1999,2,26
Genetic and Kidney Cyst Diseases,2009,1,1
Genetic and phenotypic traits in livestock,1996,1,22
Genetic and phenotypic traits in livestock,1997,1,14
Genomics and Phylogenetic Studies,2021,1,4
Genomics and Phylogenetic Studies,2022,1,17
Geochemistry and Elemental Analysis,1989,1,14
Geochemistry and Elemental Analysis,2009,1,32
Geochemistry and Elemental Analysis,2010,1,5
Geochemistry and Elemental Analysis,2012,1,14
Geochemistry and Elemental Analysis,2016,1,18
Geochemistry and Elemental Analysis,2017,1,6
Geochemistry and Elemental Analysis,2018,2,131
Geochemistry and Elemental Analysis,2019,2,60
Geochemistry and Elemental Analysis,2020,4,161
Geochemistry and Elemental Analysis,2021,4,60
Geochemistry and Elemental Analysis,2022,3,37
Geochemistry and Elemental Analysis,2023,6,59
Geochemistry and Elemental Analysis,2024,7,33
Geochemistry and Elemental Analysis,2025,5,14
Geochemistry and Elemental Analysis,2026,2,0
Geochemistry and Geochronology of Asian Mineral Deposits,2023,1,4
Geochemistry and Geochronology of Asian Mineral Deposits,2024,2,11
Geochemistry and Geologic Mapping,1985,1,0
Geochemistry and Geologic Mapping,1992,1,7
Geochemistry and Geologic Mapping,1997,1,6
Geochemistry and Geologic Mapping,2000,1,8
Geochemistry and Geologic Mapping,2003,1,0
Geochemistry and Geologic Mapping,2004,1,0
Geochemistry and Geologic Mapping,2005,1,0
Geochemistry and Geologic Mapping,2006,4,162
Geochemistry and Geologic Mapping,2007,1,44
Geochemistry and Geologic Mapping,2008,5,198
Geochemistry and Geologic Mapping,2009,5,259
Geochemistry and Geologic Mapping,2010,3,130
Geochemistry and Geologic Mapping,2011,1,59
Geochemistry and Geologic Mapping,2012,8,278
Geochemistry and Geologic Mapping,2013,3,104
Geochemistry and Geologic Mapping,2014,6,178
Geochemistry and Geologic Mapping,2015,5,93
Geochemistry and Geologic Mapping,2016,6,75
Geochemistry and Geologic Mapping,2017,12,469
Geochemistry and Geologic Mapping,2018,13,296
Geochemistry and Geologic Mapping,2019,27,879
Geochemistry and Geologic Mapping,2020,19,547
Geochemistry and Geologic Mapping,2021,22,373
Geochemistry and Geologic Mapping,2022,31,223
Geochemistry and Geologic Mapping,2023,27,228
Geochemistry and Geologic Mapping,2024,40,189
Geochemistry and Geologic Mapping,2025,25,40
Geographic Information Systems Studies,2015,2,0
Geography and Environmental Studies,2023,1,0
Geography Education and Pedagogy,2017,1,0
Geological and Geochemical Analysis,1984,1,27
Geological and Geochemical Analysis,1985,4,22
Geological and Geochemical Analysis,1986,2,13
Geological and Geochemical Analysis,1987,2,119
Geological and Geochemical Analysis,1988,1,15
Geological and Geochemical Analysis,1989,2,40
Geological and Geochemical Analysis,1990,1,1
Geological and Geochemical Analysis,1991,2,166
Geological and Geochemical Analysis,1992,1,55
Geological and Geochemical Analysis,1993,1,22
Geological and Geochemical Analysis,1996,1,86
Geological and Geochemical Analysis,2000,1,8
Geological and Geochemical Analysis,2003,2,0
Geological and Geochemical Analysis,2004,2,26
Geological and Geochemical Analysis,2005,2,48
Geological and Geochemical Analysis,2006,4,239
Geological and Geochemical Analysis,2007,2,44
Geological and Geochemical Analysis,2008,8,355
Geological and Geochemical Analysis,2009,6,133
Geological and Geochemical Analysis,2010,4,130
Geological and Geochemical Analysis,2011,3,520
Geological and Geochemical Analysis,2012,8,652
Geological and Geochemical Analysis,2013,3,136
Geological and Geochemical Analysis,2014,13,427
Geological and Geochemical Analysis,2015,14,793
Geological and Geochemical Analysis,2016,6,105
Geological and Geochemical Analysis,2017,7,500
Geological and Geochemical Analysis,2018,13,495
Geological and Geochemical Analysis,2019,16,357
Geological and Geochemical Analysis,2020,20,556
Geological and Geochemical Analysis,2021,33,526
Geological and Geochemical Analysis,2022,31,300
Geological and Geochemical Analysis,2023,37,220
Geological and Geochemical Analysis,2024,37,220
Geological and Geochemical Analysis,2025,31,49
Geological and Geophysical Studies,1989,1,67
Geological and Geophysical Studies,1990,2,184
Geological and Geophysical Studies,1991,3,6
Geological and Geophysical Studies,1992,1,12
Geological and Geophysical Studies,1993,1,0
Geological and Geophysical Studies,1995,2,43
Geological and Geophysical Studies,1998,1,17
Geological and Geophysical Studies,1999,1,12
Geological and Geophysical Studies,2002,1,0
Geological and Geophysical Studies,2006,2,20
Geological and Geophysical Studies,2008,1,89
Geological and Geophysical Studies,2010,2,0
Geological and Geophysical Studies,2011,2,14
Geological and Geophysical Studies,2012,1,22
Geological and Geophysical Studies,2013,4,23
Geological and Geophysical Studies,2014,7,19
Geological and Geophysical Studies,2015,10,90
Geological and Geophysical Studies,2016,12,149
Geological and Geophysical Studies,2017,9,31
